Attore,Evento,Anno,Relazione,Data_old,Data_flat,Luogo_CORRETTO,città_CORRETTA,"Luogo, città _ORIGINALE",LENGHT
Marisa Patulli,Omaggio a Marcel Duchamp [Di Marca giugno '78],1978,recitato in,10 June 1978,10 June 1978,Teatro Sancarluccio,Napoli,"Teatro Sancarluccio, Napoli",19
Pippo Di Marca,Omaggio a Marcel Duchamp [Di Marca giugno '78],1978,recitato in,10 June 1978,10 June 1978,Teatro Sancarluccio,Napoli,"Teatro Sancarluccio, Napoli",19
Andrea Renzi,L'apprendista stregone,1978,recitato in,16 March 1978,16 March 1978,Teatro Spazio Libero,Napoli,"Teatro Spazio Libero, Napoli",20
Mario Martone,L'apprendista stregone,1978,recitato in,16 March 1978,16 March 1978,Teatro Spazio Libero,Napoli,"Teatro Spazio Libero, Napoli",20
Andrea Renzi,L'incrinatura,1978,recitato in,2 February 1978,2 February 1978,Teatro Studio,Caserta,"Teatro Studio, Caserta",13
Augusto Melisurgo,L'incrinatura,1978,recitato in,2 February 1978,2 February 1978,Teatro Studio,Caserta,"Teatro Studio, Caserta",13
Francesca La Rocca,L'incrinatura,1978,recitato in,2 February 1978,2 February 1978,Teatro Studio,Caserta,"Teatro Studio, Caserta",13
Katarina Berge,La casa trasparente,1978,recitato in,3 July 1978,3 July 1978,Via Tiberina 116,Roma,"Via Tiberina n. 116, Roma",16
Lucia Vasilicò,La casa trasparente,1978,recitato in,3 July 1978,3 July 1978,Via Tiberina 116,Roma,"Via Tiberina n. 116, Roma",16
Don Milani,L'obbedienza non è più una virtù,1969,testo/soggetto per,20 February 1969,20 February 1969,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Mina Mezzadri,L'obbedienza non è più una virtù,1969,testo/soggetto per,20 February 1969,20 February 1969,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Luisa Sanfilippo,La casa trasparente,1978,recitato in,3 July 1978,3 July 1978,Via Tiberina 116,Roma,"Via Tiberina n. 116, Roma",16
Maria Cumani Quasimodo,La casa trasparente,1978,recitato in,3 July 1978,3 July 1978,Via Tiberina 116,Roma,"Via Tiberina n. 116, Roma",16
Massimo Napoli,La casa trasparente,1978,recitato in,3 July 1978,3 July 1978,Via Tiberina 116,Roma,"Via Tiberina n. 116, Roma",16
Alga Fox,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
Gianni Cacciarini,Confronto I,1968,ha curato scene/costumi per,29 November 1968,29 November 1968,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Federico Tiezzi,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
John Synge,Confronto I,1968,testo/soggetto per,29 November 1968,29 November 1968,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Luca Abromovich,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
Pier Luigi Pieralli,Confronto I,1968,ha curato scene/costumi per,29 November 1968,29 November 1968,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Pier Luigi Pieralli,Confronto I,1968,ha curato scene/costumi per,29 November 1968,29 November 1968,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Pier Luigi Pieralli,Confronto I,1968,ha diretto,29 November 1968,29 November 1968,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Luisa Saviori,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
Riaccardo Andreoni,Confronto I,1968,ha curato musiche/sonoro per,29 November 1968,29 November 1968,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Rodolfo Juan Wilcock,Confronto I,1968,testo/soggetto per,29 November 1968,29 November 1968,Teatro Rondò di Bacco,Firenze,"Teatro Rondò di Bacco, Firenze",21
Marion D'Amburgo,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
Pierluigi Tazzi,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
Robert Berganus,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
Sandro Lombardi,A nervous Breakdown,1979,recitato in,30 April 1979,30 April 1979,Theater der Nationen,Amburgo,"Theater der Nationen, Amburgo",20
Lydia Mancinelli,Manfred,1979,recitato in,6 May 1979,6 May 1979,Auditorium di via della Conciliazione,Roma,"Auditorium di via della Conciliazione, Roma",37
Giancarlo Nanni,Jean Harlow e Billy the Kid,1979,recitato in,September 1979,September 1979,Basilica di Massenzio,Roma,"Basilica di Massenzio, Roma",21
Manuela Kustermann,Jean Harlow e Billy the Kid,1979,recitato in,September 1979,September 1979,Basilica di Massenzio,Roma,"Basilica di Massenzio, Roma",21
Mina Mezzadri,Lettere a un sindaco,1968,ha diretto,8 May 1968,8 May 1968,Teatro Santa Chiara,Brescia,"Teatro Santa Chiara, Brescia",19
Giorgio Barberio Corsetti,La macchina del tempo,1979,recitato in,March 1979,March 1979,Beat 72,Roma,"Beat 72, Roma",7
Renato Borsoni,Lettere a un sindaco,1968,ha curato scene/costumi per,8 May 1968,8 May 1968,Teatro Santa Chiara,Brescia,"Teatro Santa Chiara, Brescia",19
Nunzia Camuto,La macchina del tempo,1979,recitato in,March 1979,March 1979,Beat 72,Roma,"Beat 72, Roma",7
Renzo Bresciani,Lettere a un sindaco,1968,testo/soggetto per,8 May 1968,8 May 1968,Teatro Santa Chiara,Brescia,"Teatro Santa Chiara, Brescia",19
Benedetto Simonelli,L’Occhio della Mente: itinerario di memoria con tensioni bianco-rosso,1979,recitato in,9 May 1979,9 May 1979,Beat 72,Roma,"Beat 72, Roma",7
Esmeralda Simonelli,L’Occhio della Mente: itinerario di memoria con tensioni bianco-rosso,1979,altro tipo di collaborazione,9 May 1979,9 May 1979,Beat 72,Roma,"Beat 72, Roma",7
Luigi Brovadan,L’Occhio della Mente: itinerario di memoria con tensioni bianco-rosso,1979,altro tipo di collaborazione,9 May 1979,9 May 1979,Beat 72,Roma,"Beat 72, Roma",7
Mina Mezzadri,Dietro il ponte c'è un cimitero,1968,ha diretto,9 November 1968,9 November 1968,Teatro Santa Chiara,Brescia,"Teatro Santa Chiara, Brescia",19
Renato Borsoni,Dietro il ponte c'è un cimitero,1968,ha curato scene/costumi per,9 November 1968,9 November 1968,Teatro Santa Chiara,Brescia,"Teatro Santa Chiara, Brescia",19
Serafino Amato,L’Occhio della Mente: itinerario di memoria con tensioni bianco-rosso,1979,altro tipo di collaborazione,9 May 1979,9 May 1979,Beat 72,Roma,"Beat 72, Roma",7
Sabndro Fontana,Dietro il ponte c'è un cimitero,1968,testo/soggetto per,9 November 1968,9 November 1968,Teatro Santa Chiara,Brescia,"Teatro Santa Chiara, Brescia",19
Maria Luisa Santella,Macbeth,1969,ha diretto,August 1969,August 1969,Teatro Spento,Urbino,"Teatro Spento, Urbino",13
Marco Solari,Il nodo di Gordio,1979,recitato in,16 April 1979,16 April 1979,Beat 72,Roma,"Beat 72, Roma",7
Mario Santella,Macbeth,1969,ha curato scene/costumi per,August 1969,August 1969,Teatro Spento,Urbino,"Teatro Spento, Urbino",13
Mario Santella,Macbeth,1969,ha curato scene/costumi per,August 1969,August 1969,Teatro Spento,Urbino,"Teatro Spento, Urbino",13
Mario Santella,Macbeth,1969,ha diretto,August 1969,August 1969,Teatro Spento,Urbino,"Teatro Spento, Urbino",13
Benedetto Simonelli,Smart Symphony,1979,recitato in,15 December 1979,15 December 1979,Beat 72,Roma,"Beat 72, Roma",7
Carlo Montesi,James Joyce,1968,ha curato scene/costumi per,October 1968,October 1968,Unione Culturale,Torino,"Unione Culturale, Torino",16
Esmeralda Simonelli,Smart Symphony,1979,altro tipo di collaborazione,15 December 1979,15 December 1979,Beat 72,Roma,"Beat 72, Roma",7
Luigi Brovadan,Smart Symphony,1979,altro tipo di collaborazione,15 December 1979,15 December 1979,Beat 72,Roma,"Beat 72, Roma",7
Giancarlo Bignardi,James Joyce,1968,ha curato scene/costumi per,October 1968,October 1968,Unione Culturale,Torino,"Unione Culturale, Torino",16
Serafino Amato,Smart Symphony,1979,altro tipo di collaborazione,15 December 1979,15 December 1979,Beat 72,Roma,"Beat 72, Roma",7
Mario Ricci,James Joyce,1968,ha diretto,October 1968,October 1968,Unione Culturale,Torino,"Unione Culturale, Torino",16
Mario Ricci,James Joyce,1968,testo/soggetto per,October 1968,October 1968,Unione Culturale,Torino,"Unione Culturale, Torino",16
Mario Romano,James Joyce,1968,ha curato scene/costumi per,October 1968,October 1968,Unione Culturale,Torino,"Unione Culturale, Torino",16
Benedetto Simonelli,The Impossible Track,1979,recitato in,21 June 1979,21 June 1979,Centro Arti Visive,Roma,"Centro Arti Visive, Roma",18
Esmeralda Simonelli,The Impossible Track,1979,altro tipo di collaborazione,21 June 1979,21 June 1979,Centro Arti Visive,Roma,"Centro Arti Visive, Roma",18
Mario Santella,Macbeth,1969,ha diretto,August 1969,August 1969,Teatro Spento,Urbino,"Teatro Spento, Urbino",13
Luigi Brovadan,The Impossible Track,1979,altro tipo di collaborazione,21 June 1979,21 June 1979,Centro Arti Visive,Roma,"Centro Arti Visive, Roma",18
Serafino Amato,The Impossible Track,1979,altro tipo di collaborazione,21 June 1979,21 June 1979,Centro Arti Visive,Roma,"Centro Arti Visive, Roma",18
Mario Martone,Verso il nulla,1979,recitato in,7 May 1979,7 May 1979,Goethe Institut,Napoli,"Goethe Institut, Napoli",15
William Shakespeare,Macbeth,1969,testo/soggetto per,August 1969,August 1969,Teatro Spento,Urbino,"Teatro Spento, Urbino",13
Giuliano Scabia,Azioni di decentramento,1969,ha diretto,November 1969,November 1969,Teatro Stabile di Torino,Torino,Teatro Stabile di Torino,24
Loredana Per issinotto,Azioni di decentramento,1969,ha diretto,November 1969,November 1969,Teatro Stabile di Torino,Torino,Teatro Stabile di Torino,24
Pierantonio Barbieri,Azioni di decentramento,1969,ha diretto,November 1969,November 1969,Teatro Stabile di Torino,Torino,Teatro Stabile di Torino,24
Carlo Quartucci,Nora Nora sei proprio una donna,1974,testo/soggetto per,21 July 1974,21 July 1974,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Carlo Quartucci,Robinson Crusoe,1974,ha diretto,17 July 1974,17 July 1974,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Bettina Best,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Billi Gallini,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Ceci Gallini,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Ennio Fantastichini,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Lidia Montanari,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Lisa Pancrazi,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Espressionisti,Letture spettacolo per la storia del tratro contemporaneo,1966,testo/soggetto per,December 1966,December 1966,Unione culturale,Torino,"Unione culturale, Torino",16
Massimo Fedele,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
I Surrealisti,Letture spettacolo per la storia del tratro contemporaneo,1966,testo/soggetto per,December 1966,December 1966,Unione culturale,Torino,"Unione culturale, Torino",16
Olimpia Carlisi,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Tomoko Tanaka,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Victoria Zinny,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Vinicio Diamanti,Cavalcata sul lago di Costanza [Perlini '79],1979,recitato in,3 November 1979,3 November 1979,La Piramide,Roma,"La Piramide, Roma",11
Beppe Chierichetti,Sonja,1979,recitato in,July 1979,July 1979,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Vitrac,Letture spettacolo per la storia del tratro contemporaneo,1966,testo/soggetto per,December 1966,December 1966,Unione culturale,Torino,"Unione culturale, Torino",16
Caterina Scotti,Sonja,1979,recitato in,July 1979,July 1979,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Carlo Montesi,Il barone di Munchausen,1969,ha curato scene/costumi per,14 November 1969,14 November 1969,Unione culturale,Torino,"Unione culturale, Torino",16
Enrico Masseroli,Sonja,1979,recitato in,July 1979,July 1979,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Claudio Previtera,Il barone di Munchausen,1969,ha curato scene/costumi per,14 November 1969,14 November 1969,Unione culturale,Torino,"Unione culturale, Torino",16
Franco Pasi,Sonja,1979,recitato in,July 1979,July 1979,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Ludovico Antonio Muratori,Sonja,1979,recitato in,July 1979,July 1979,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Luigia Calcaterra,Sonja,1979,recitato in,July 1979,July 1979,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Tiziana Barberio,Sonja,1979,recitato in,July 1979,July 1979,Festival Internazionale del Teatro di Santarcangelo,Santarcangelo di Romagna,Festival Internazionale del Teatro di Santarcangelo,51
Carlo Cecchi,La Mandragola,1979,recitato in,July 1979,July 1979,Forte Belvedere,Firenze,"Forte Bevedere, Firenze",15
Donato Sannini,La Mandragola,1979,recitato in,July 1979,July 1979,Forte Belvedere,Firenze,"Forte Bevedere, Firenze",15
Giancarlo Palermo,La Mandragola,1979,recitato in,July 1979,July 1979,Forte Belvedere,Firenze,"Forte Bevedere, Firenze",15
Antonello Aglioti,Gli Uccelli [Perlini '79],1979,ha curato scene/costumi per,12 September 1979,12 September 1979,Teatro di via Sabotino,Roma,"Via Sobotino, Roma",22
Antonello Aglioti,Gli Uccelli [Perlini '79],1979,ha curato scene/costumi per,12 September 1979,12 September 1979,Teatro di via Sabotino,Roma,"Via Sobotino, Roma",22
Aristofane,Gli Uccelli [Perlini '79],1979,testo/soggetto per,12 September 1979,12 September 1979,Teatro di via Sabotino,Roma,"Via Sobotino, Roma",22
Gianna Parenti,La Mandragola,1979,recitato in,July 1979,July 1979,Forte Belvedere,Firenze,"Forte Bevedere, Firenze",15
Toni Bertorelli,La Mandragola,1979,recitato in,July 1979,July 1979,Forte Belvedere,Firenze,"Forte Bevedere, Firenze",15
Ugo Maria Morosi,La Mandragola,1979,recitato in,July 1979,July 1979,Forte Belvedere,Firenze,"Forte Bevedere, Firenze",15
Andrea Renzi,Segni di vita,1979,recitato in,16 February 1979,16 February 1979,Galleria Lucio Amelio,Napoli,"Galleria Lucio Amelio, Napoli",21
Federica della Ratta Rinaldi,Segni di vita,1979,recitato in,16 February 1979,16 February 1979,Galleria Lucio Amelio,Napoli,"Galleria Lucio Amelio, Napoli",21
Andrea Renzi,Altre circostanze,1979,recitato in,24 January 1979,24 January 1979,Museo del Sannio,Benevento,"Museo del Sannio, Benevento",16
Memè Perlini,Gli Uccelli [Perlini '79],1979,ha diretto,12 September 1979,12 September 1979,Teatro di via Sabotino,Roma,"Via Sobotino, Roma",22
Andrea Renzi,Deserti,1979,recitato in,8 April 1979,8 April 1979,Padiglione della fiera del Mediterraneo,Palermo,"Padiglione della fiera del Mediterraneo, Palermo",39
Angelo Curti,Deserti,1979,altro tipo di collaborazione,8 April 1979,8 April 1979,Padiglione della fiera del Mediterraneo,Palermo,"Padiglione della fiera del Mediterraneo, Palermo",39
Pasquale Mari,Deserti,1979,altro tipo di collaborazione,8 April 1979,8 April 1979,Padiglione della fiera del Mediterraneo,Palermo,"Padiglione della fiera del Mediterraneo, Palermo",39
Rossella Or,Mine Ha,1979,recitato in,1979,1979,Piscina del CONI,Roma,"Piscina del CONI, Roma",16
Lucia Vasilicò,La casa trasparente,1978,ha diretto,3 July 1978,3 July 1978,Via Tiberina 116,Roma,"Via Tiberina n. 116, Roma",16
Alessandro Leggiadro,La camera di Jean,1979,recitato in,10 February 1979,10 February 1979,,San Nicola La Strada,San Nicola La Strada,0
Lucia Vasilicò,La casa trasparente,1978,testo/soggetto per,3 July 1978,3 July 1978,Via Tiberina 116,Roma,"Via Tiberina n. 116, Roma",16
Eugenio Tascione,La camera di Jean,1979,recitato in,10 February 1979,10 February 1979,,San Nicola La Strada,San Nicola La Strada,0
